user_id,item_id,points,timestamp
5,tt0119528,3,978246576
5,tt0097428,1,978241072
5,tt0109508,4,978244624
5,tt0083767,4,978242016
5,tt0086423,2,978243121
5,tt0119217,3,978244517
5,tt0151568,5,978244852
5,tt0120514,2,978244759
5,tt0099487,5,978244808
5,tt0102536,1,978245314
5,tt0162710,3,978243121
5,tt0132347,4,978242788
5,tt0138704,4,978246162
5,tt0162830,2,978246162
5,tt0129387,3,978245314
5,tt0139239,4,978242607
5,tt0102138,2,978245948
5,tt0162650,1,978243896
5,tt0063350,3,978242847
5,tt0106856,1,978245916
5,tt0113677,4,978244568
5,tt0109913,3,978244893
5,tt0116282,4,978244177
5,tt0119819,4,978245891
5,tt0133046,2,978243085
5,tt0119107,4,978244667
5,tt0099685,5,978244177
5,tt0119574,3,978245966
5,tt0126886,5,978242323
5,tt0119229,3,978245314
5,tt0099077,2,978246576
5,tt0137523,4,978242541
5,tt0118586,3,978244962
5,tt0120338,1,978245763
5,tt0120347,2,978246108
5,tt0120481,3,978245314
5,tt0053125,4,978241072
5,tt0119177,2,978245891
5,tt0120595,3,978245708
5,tt0119396,4,978245763
5,tt0099871,3,978245916
5,tt0120188,4,978245445
5,tt0146675,1,978242323
5,tt0120815,2,978244053
5,tt0112641,3,978245645
5,tt0114478,3,978246108
5,tt0120032,4,978242977
5,tt0147612,4,978242640
5,tt0118655,4,978245568
5,tt0105236,5,978244205
5,tt0104454,4,978245065
5,tt0119485,4,978244603
5,tt0195685,3,978242323
5,tt0195714,3,978242541
5,tt0162973,2,978242607
5,tt0118111,4,978244830
5,tt0118566,3,978246450
5,tt0147004,4,978242679
5,tt0184894,3,978243803
5,tt0128445,5,978243054
5,tt0119361,1,978245548
5,tt0145660,3,978241434
5,tt0144168,3,978242080
5,tt0115678,5,978244540
5,tt0120669,3,978246576
5,tt0114168,1,978242934
5,tt0149691,2,978241434
5,tt0109348,4,978245863
5,tt0114906,4,978244603
5,tt0104348,4,978245065
5,tt0119809,4,978245037
5,tt0103074,3,978244962
5,tt0120577,1,978241390
5,tt0107616,3,978245687
5,tt0114702,2,978246033
5,tt0120885,2,978245663
5,tt0171804,4,978241981
5,tt0100142,2,978245931
5,tt0100157,3,978245065
5,tt0139362,4,978246426
5,tt0103850,4,978244852
5,tt0179116,3,978241981
5,tt0112431,4,978244603
5,tt0109830,1,978241112
5,tt0109831,2,978245829
5,tt0112818,3,978244808
5,tt0112817,4,978244493
6,tt0088011,5,978236670
6,tt0092099,4,978236670
6,tt0076538,4,978237691
6,tt0118617,5,978237570
6,tt0172495,4,978238195
6,tt0089643,5,978236670
6,tt0093565,4,978236075
6,tt0110478,4,978237909
6,tt0110912,2,978237379
6,tt0114148,5,978237570
6,tt0068762,5,978238036
6,tt0105488,4,978236771
6,tt0114709,4,978237008
6,tt0117924,4,978236219
6,tt0169547,1,978236809
6,tt0111257,3,978236383
6,tt0099348,3,978237232
6,tt0101414,4,978237511
6,tt0100405,5,978239019
6,tt0111756,4,978237909
6,tt0082031,3,978236719
6,tt0119282,4,978237570
6,tt0119738,4,978238948
6,tt0054692,3,978237813
6,tt0056048,5,978237767
6,tt0096244,4,978236612
6,tt0191754,4,978236219
6,tt0171433,5,978238230
6,tt0086190,3,978236219
6,tt0070355,3,978238036
6,tt0054649,3,978237813
6,tt0089841,3,978236519
6,tt0058534,3,978237813
6,tt0118308,4,978237444
6,tt0055614,5,978237767
6,tt0110322,4,978237909
6,tt0114388,4,978236383
6,tt0088172,4,978236567
6,tt0106387,4,978236383
6,tt0092890,5,978236670
6,tt0034583,4,978236122
6,tt0058385,5,978237767
6,tt0195685,5,978238230
6,tt0125454,3,978236876
6,tt0184894,4,978238256
6,tt0091738,3,978236670
6,tt0138097,4,978236809
6,tt0088161,3,978236567
6,tt0089755,3,978236612
6,tt0120789,3,978237034
6,tt0077631,5,978237691
6,tt0031381,4,978238851
6,tt0110363,4,978236876
6,tt0090329,4,978236567
6,tt0198021,4,978238288
6,tt0058331,4,978237767
6,tt0112431,4,978237444
7,tt0117060,4,978234737
7,tt0100802,5,978234842
7,tt0172495,3,978234737
7,tt0120903,3,978234737
7,tt0103064,5,978234786
7,tt0113277,4,978234842
7,tt0106697,4,978234632
7,tt0111257,3,978234810
7,tt0120660,5,978234874
7,tt0080684,5,978234632
7,tt0111503,5,978234874
7,tt0088763,4,978234581
7,tt0119094,4,978234874
7,tt0101393,3,978234898
7,tt0107206,5,978234842
7,tt0120347,4,978234874
7,tt0105112,5,978234874
7,tt0112573,5,978234786
7,tt0120815,5,978234786
7,tt0107290,4,978234607
7,tt0109444,5,978234874
7,tt0103074,3,978234810
8,tt0112697,3,978229571
8,tt0127536,3,978230120
8,tt0110632,5,978229391
8,tt0100168,3,978231982
8,tt0119008,4,978230052
8,tt0116695,5,978229702
8,tt0100802,5,978229172
8,tt0107756,3,978230483
8,tt0107818,3,978230435
8,tt0106364,3,978233462
8,tt0112819,3,978232754
8,tt0117071,5,978230943
8,tt0104928,3,978232754
8,tt0110912,5,978229857
8,tt0162677,3,978230943
8,tt0122690,3,978229293
8,tt0119951,3,978231493
8,tt0120784,2,978229293
8,tt0103064,5,978229138
8,tt0118607,3,978231121
8,tt0112384,4,978230611
8,tt0114287,4,978231150
8,tt0114709,4,978233496
8,tt0107840,3,978232056
8,tt0114885,3,978232203
8,tt0169547,5,978229817
8,tt0120169,3,978230966
8,tt0107048,5,978229524
8,tt0111257,4,978229204
8,tt0166485,3,978232231
8,tt0120663,3,978230886
8,tt0120751,2,978231890
8,tt0124718,4,978230577
8,tt0109642,4,978231637
8,tt0112740,3,978230435
8,tt0112851,5,978229246
8,tt0116477,5,978230391
8,tt0108002,5,978230611
8,tt0108052,4,978229857
8,tt0118954,4,978231659
8,tt0094625,5,978233462
8,tt0119217,5,978229900
8,tt0099334,3,978229614
8,tt0099487,5,978229702
8,tt0118842,5,978229702
8,tt0120889,3,978231252
8,tt0102138,3,978229979
8,tt0116282,5,978229857
8,tt0107096,5,978231173
8,tt0119668,3,978231890
8,tt0108149,3,978230391
8,tt0111301,2,978229138
8,tt0150915,4,978230550
8,tt0117631,4,978230800
8,tt0104797,4,978230391
8,tt0146838,2,978232012
8,tt0119094,4,978228960
8,tt0086190,4,978228789
8,tt0099685,5,978229817
8,tt0110148,5,978230943
8,tt0099077,4,978230666
8,tt0101393,5,978229246
8,tt0106246,3,978230184
8,tt0105323,3,978230013
8,tt0120338,5,978230800
8,tt0105112,5,978229347
8,tt0053125,5,978228882
8,tt0119177,5,978230886
8,tt0112573,5,978229172
8,tt0075314,5,978228832
8,tt0104231,4,978231571
8,tt0172493,4,978230852
8,tt0118887,4,978230943
8,tt0113987,4,978230756
8,tt0120815,5,978229138
8,tt0108550,5,978230248
8,tt0112641,4,978230095
8,tt0110322,4,978231614
8,tt0114388,4,978229571
8,tt0120603,3,978232056
8,tt0120907,2,978229391
8,tt0107290,5,978228960
8,tt0108399,4,978229204
8,tt0104454,3,978229957
8,tt0119485,4,978230013
8,tt0119080,3,978230611
8,tt0119223,4,978229614
8,tt0146882,4,978228882
8,tt0138097,5,978229524
8,tt0118636,2,978231802
8,tt0114168,4,978230966
8,tt0113627,5,978229477
8,tt0109444,4,978229347
8,tt0114906,5,978230184
8,tt0120586,5,978229900
8,tt0119942,2,978231031
8,tt0139134,3,978231031
8,tt0103074,3,978229138
8,tt0118749,5,978230356
8,tt0171804,3,978230052
8,tt0102798,4,978232203
8,tt0099052,5,978229347
8,tt0110638,3,978231802
8,tt0112818,4,978230013
9,tt0119008,4,978226248
9,tt0116695,3,978226081
9,tt0107818,3,978226315
9,tt0120903,4,978225581
9,tt0118114,4,978225898
9,tt0119488,4,978225924
9,tt0122690,4,978226665
9,tt0109445,4,978226165
9,tt0112384,3,978226041
9,tt0181984,4,978225686
9,tt0114709,5,978225952
9,tt0169547,4,978225333
9,tt0212338,3,978225177
9,tt0107048,4,978226066
9,tt0186151,3,978225570
9,tt0111257,3,978226150
9,tt0118880,2,978225489
9,tt0099348,5,978226434
9,tt0160797,3,978225730
9,tt0120780,3,978226343
9,tt0100405,3,978226473
9,tt0110932,4,978226277
9,tt0109508,4,978226023
9,tt0108002,4,978226599
9,tt0101540,3,978226261
9,tt0108052,5,978225303
9,tt0175880,3,978225984
9,tt0108065,5,978226564
9,tt0119217,4,978225924
9,tt0165929,2,978225746
9,tt0120587,4,978226678
9,tt0138704,4,978226368
9,tt0118842,4,978226109
9,tt0129387,5,978226165
9,tt0119822,3,978226109
9,tt0117802,4,978226261
9,tt0116282,4,978225898
9,tt0117731,3,978226644
9,tt0117666,4,978226207
9,tt0120630,4,978224859
9,tt0086190,4,978224893
9,tt0164052,2,978225758
9,tt0099685,4,978225314
9,tt0126886,2,978225952
9,tt0104952,4,978226463
9,tt0119229,4,978226123
9,tt0137523,4,978226123
9,tt0124595,4,978226197
9,tt0120338,5,978226248
9,tt0105793,4,978226165
9,tt0119177,4,978226619
9,tt0118308,3,978226495
9,tt0118884,5,978226233
9,tt0120188,5,978226291
9,tt0120815,5,978225908
9,tt0120363,4,978225952
9,tt0112641,4,978226599
9,tt0107290,4,978226448
9,tt0105236,4,978225968
9,tt0034583,4,978224879
9,tt0195685,4,978225570
9,tt0120755,4,978225671
9,tt0117951,5,978226248
9,tt0210945,3,978225153
9,tt0115678,4,978226328
9,tt0098635,4,978225429
9,tt0113627,4,978226041
9,tt0109444,4,978226564
9,tt0031381,3,978225401
9,tt0095953,5,978224859
9,tt0116589,3,978226006
10,tt0117060,4,978224925
10,tt0120915,3,978228408
10,tt0101698,5,978226378
10,tt0078902,3,978227125
10,tt0120631,5,979167795
10,tt0097523,4,978229409
10,tt0071315,3,979775409
10,tt0118114,5,979775240
10,tt0023969,3,979168591
10,tt0104928,5,978228153
10,tt0088794,5,978227300
10,tt0089643,5,978228911
10,tt0120601,4,978226026
10,tt0092005,3,979168564
10,tt0120738,5,979776206
10,tt0069704,5,978227696
10,tt0099785,3,978228747
10,tt0099653,5,978227028
10,tt0100758,3,979168346
10,tt0103060,2,978229894
10,tt0103064,4,978226128
10,tt0118583,4,978230253
10,tt0109445,2,978225900
10,tt0112384,5,978226319
10,tt0124298,4,978227087
10,tt0114709,5,978226474
10,tt0139462,4,978229979
10,tt0113497,5,979168267
10,tt0120764,4,979776161
10,tt0112462,3,978229917
10,tt0114319,4,978227763
10,tt0092513,4,978229171
10,tt0061584,4,978224779
10,tt0212338,4,978295480
10,tt0070016,4,978227842
10,tt0117333,5,978226425
10,tt0078480,3,978228848
10,tt0117038,5,978229624
10,tt0059113,3,979167600
10,tt0107048,5,979167660
10,tt0036613,5,978226500
10,tt0080684,5,979168108
10,tt0099348,5,978227646
10,tt0078346,5,979168210
10,tt0096895,4,978227263
10,tt0029583,5,978226913
10,tt0101414,5,980638533
10,tt0097428,4,979775973
10,tt0032910,4,978228174
10,tt0100405,4,978224375
10,tt0122151,3,978230230
10,tt0116477,4,978226287
10,tt0088763,4,978225735
10,tt0101921,5,978226349
10,tt0074285,3,978229295
10,tt0061512,3,979168446
10,tt0117723,3,978224375
10,tt0117128,3,978228408
10,tt0072431,5,978225922
10,tt0061735,5,978226739
10,tt0086927,2,978226500
10,tt0138704,4,978227503
10,tt0129387,5,978228288
10,tt0020629,3,978225599
10,tt0102138,4,978227379
10,tt0093148,3,978230736
10,tt0119822,5,979168470
10,tt0111282,5,978227503
10,tt0048280,4,978226866
10,tt0032455,5,978224549
10,tt0117731,5,978227871
10,tt0044706,3,980638614
10,tt0057012,4,979775386
10,tt0117631,5,978227625
10,tt0046183,5,979775738
10,tt0081534,5,979167906
10,tt0052618,3,978227425
10,tt0089791,3,978228601
10,tt0107091,5,979168267
10,tt0110148,5,978228886
10,tt0113749,2,978226766
10,tt0126886,5,979168618
10,tt0104952,5,978227317
10,tt0111280,5,978229147
10,tt0070608,4,980638330
10,tt0048380,3,978225997
10,tt0113986,3,978229938
10,tt0065988,5,978225682
10,tt0086465,4,978228053
10,tt0078158,3,978230593
10,tt0054698,5,979167926
10,tt0089908,4,978229624
10,tt0097576,5,978225735
10,tt0047396,4,979775329
10,tt0078841,5,979775615
10,tt0083987,4,978225682
10,tt0053285,5,979775364
10,tt0116669,4,978230330
10,tt0075860,5,978226231
10,tt0091419,5,978228307
10,tt0072951,5,979168267
10,tt0055614,5,978226805
10,tt0057590,4,978224400
10,tt0114694,3,978228911
10,tt0076759,5,979168077
10,tt0120363,4,978225759
10,tt0090830,5,978224549
10,tt0114924,5,979167945
10,tt0120032,3,978230230
10,tt0120791,4,978229666
10,tt0106387,5,978228451
10,tt0118655,3,978227961
10,tt0079945,4,978229517
10,tt0094721,5,978227669
10,tt0102975,4,978228288
10,tt0034583,3,978225708
10,tt0084726,4,979168160
10,tt0058385,5,978226805
10,tt0088170,4,978228212
10,tt0047437,5,978227215
10,tt0092007,4,979168132
10,tt0103776,3,978229894
10,tt0046250,5,979168424
10,tt0037059,5,978227215
10,tt0050798,3,978227462
10,tt0146882,4,978225050
10,tt0107131,3,978230923
10,tt0075148,3,978225735
10,tt0046672,4,978227763
10,tt0120669,2,978229772
10,tt0102057,4,979168295
10,tt0089755,5,978230330
10,tt0109040,4,978229343
10,tt0114168,3,978230586
10,tt0120789,4,978227336
10,tt0110538,4,979776321
10,tt0104412,5,980638688
10,tt0110527,3,978226147
10,tt0077631,5,978229336
10,tt0031381,5,978227029
10,tt0033467,3,980638575
10,tt0062622,3,979168183
10,tt0094631,3,978227871
10,tt0079501,3,978226103
10,tt0073195,3,978225952
10,tt0042192,4,978226212
10,tt0089530,2,978228364
10,tt0106611,3,978228726
10,tt0042332,5,979775689
10,tt0063819,5,979775485
10,tt0095953,5,979775330
10,tt0120370,5,980638633
10,tt0058331,5,978226068
10,tt0091369,5,978227442
10,tt0109484,4,978229562
10,tt0110638,5,978229716
10,tt0109830,5,978226833
10,tt0109831,5,979167887
10,tt0088933,5,979168184
10,tt0127536,5,978226165
10,tt0066473,2,978226866
10,tt0096446,5,979168295
10,tt0093822,3,979168401
10,tt0051658,4,978229273
10,tt0092099,4,978228153
10,tt0076538,3,978230946
10,tt0131325,4,978230253
10,tt0066817,4,978228546
10,tt0043274,4,978228428
10,tt0091042,5,978225922
10,tt0106598,4,978229498
10,tt0114069,4,978228798
10,tt0093565,4,978228930
10,tt0110478,4,978227003
10,tt0114148,4,978230090
10,tt0119488,3,979775159
10,tt0099726,4,978226896
10,tt0117887,5,978228601
10,tt0169547,3,978224627
10,tt0110622,3,978229389
10,tt0128853,5,978229666
10,tt0166485,5,978224705
10,tt0096061,5,978226500
10,tt0038650,5,978226474
10,tt0031679,5,978225922
10,tt0103241,5,978228451
10,tt0085970,5,978228525
10,tt0082846,5,978229075
10,tt0185183,4,979776253
10,tt0080339,4,978224705
10,tt0107977,4,978230923
10,tt0063518,4,979167795
10,tt0085995,3,979168510
10,tt0082340,4,979168210
10,tt0094737,5,979168267
10,tt0132477,5,978226402
10,tt0108052,4,979775615
10,tt0129290,5,978229147
10,tt0113862,5,978227051
10,tt0119217,5,980638575
10,tt0120402,4,978229266
10,tt0120857,5,978229227
10,tt0099487,4,978226896
10,tt0120587,4,978227625
10,tt0119282,3,978230330
10,tt0118842,2,979167795
10,tt0073692,3,978230170
10,tt0068555,4,978229959
10,tt0093409,5,978226319
10,tt0097733,4,978227669
10,tt0090605,5,979168160
10,tt0104714,4,978229562
10,tt0087363,4,978227807
10,tt0071230,4,978226287
10,tt0050083,3,979775159
10,tt0056172,4,978225456
10,tt0082348,4,978226186
10,tt0047673,5,978224779
10,tt0059260,3,979168591
10,tt0070723,4,979168210
10,tt0045152,4,979167758
10,tt0081375,4,978229435
10,tt0057076,4,978227166
10,tt0071853,4,979168424
10,tt0108160,5,978227239
10,tt0089155,4,978227625
10,tt0105417,4,978227481
10,tt0125664,4,978228364
10,tt0177789,5,979168132
10,tt0119094,5,978229389
10,tt0116483,3,978227551
10,tt0087928,3,978230187
10,tt0051459,5,978227551
10,tt0096874,4,978228118
10,tt0120630,5,978224549
10,tt0086190,4,978224400
10,tt0099088,5,978228174
10,tt0078748,4,978225800
10,tt0034492,4,978227993
10,tt0067992,5,979168267
10,tt0137523,3,978226165
10,tt0083658,5,978225630
10,tt0108186,4,978230386
10,tt0108174,4,978228848
10,tt0105323,3,978228727
10,tt0120338,3,979167842
10,tt0108525,3,978230540
10,tt0112573,4,978225853
10,tt0119177,5,978227239
10,tt0063442,4,978226866
10,tt0119095,5,979168346
10,tt0104231,5,978228644
10,tt0118884,5,979168108
10,tt0112373,3,979775053
10,tt0119173,4,978229979
10,tt0087182,4,979168295
10,tt0086879,4,979775131
10,tt0081633,4,979168160
10,tt0061418,4,978226698
10,tt0088172,5,978226866
10,tt0107290,4,978224705
10,tt0092890,5,978227300
10,tt0065462,3,978230586
10,tt0195685,4,978225070
10,tt0103893,3,978230671
10,tt0120844,4,978228074
10,tt0070511,3,978226212
10,tt0138097,5,979167660
10,tt0039628,5,979775266
10,tt0088161,5,978226739
10,tt0089961,4,978224821
10,tt0097351,5,978225779
10,tt0075686,4,978226968
10,tt0064115,3,979168618
10,tt0102250,5,979167867
10,tt0098635,5,978226546
10,tt0098627,3,978229753
10,tt0090555,5,978228118
10,tt0086005,5,979775575
10,tt0120201,4,978229028
10,tt0114898,4,978230132
10,tt0082199,3,978227300
10,tt0087469,5,978227934
10,tt0040068,4,978228307
10,tt0052722,5,978228989
10,tt0091059,4,978228966
11,tt0120693,4,978904024
11,tt0112508,4,978904376
11,tt0120601,4,978902286
11,tt0092005,3,978903041
11,tt0105488,4,978220319
11,tt0163651,2,978902286
11,tt0099785,1,978904356
11,tt0099653,3,978219045
11,tt0082766,2,978902477
11,tt0107048,3,978219815
11,tt0116768,4,978904024
11,tt0099348,3,978902349
11,tt0120663,1,978220669
11,tt0100405,3,978220521
11,tt0093105,4,978903351
11,tt0090756,4,978908976
11,tt0072431,3,978903297
11,tt0129387,5,978220393
11,tt0139239,5,978220030
11,tt0119822,5,978219917
11,tt0110057,4,978902439
11,tt0110116,3,978220645
11,tt0117666,5,978219776
11,tt0088258,4,978903107
11,tt0089791,4,978903365
11,tt0133046,1,978904615
11,tt0093010,1,978902406
11,tt0120797,1,978904299
11,tt0104952,4,978220896
11,tt0099077,5,978219702
11,tt0101393,3,978221143
11,tt0120701,1,978904849
11,tt0113280,5,978219869
11,tt0091419,4,978903773
11,tt0114694,4,978904356
11,tt0106387,3,978902349
11,tt0094721,4,978903278
11,tt0080487,1,978903278
11,tt0117951,4,978219895
11,tt0145660,4,978904242
11,tt0110598,3,978221632
11,tt0119053,2,978902286
11,tt0120789,3,978903107
11,tt0124819,3,978904615
11,tt0158371,4,978903701
11,tt0120586,5,978220030
11,tt0167427,2,978904916
11,tt0100157,2,978902477
11,tt0109830,5,978903209
11,tt0109831,1,978903395
11,tt0112818,3,978902405
11,tt0093822,4,978902965
11,tt0091042,5,978903129
11,tt0106598,1,978904682
11,tt0205000,3,978904939
11,tt0117561,4,978902521
11,tt0117887,2,978221225
11,tt0169547,5,978219634
11,tt0106673,2,978220361
11,tt0106677,3,978220561
11,tt0126604,4,978902522
11,tt0103241,5,978903728
11,tt0080339,4,978903186
11,tt0085995,5,978903701
11,tt0118954,4,978221676
11,tt0175880,4,978220432
11,tt0129290,2,978904634
11,tt0119217,5,978219701
11,tt0120618,1,978904711
11,tt0119381,3,978221017
11,tt0071853,4,978902965
11,tt0116282,5,978219667
11,tt0125664,2,978903658
11,tt0119094,1,978221307
11,tt0116483,5,978903811
11,tt0099685,4,978902439
11,tt0140397,3,978903186
11,tt0137523,5,978220687
11,tt0108174,5,978219917
11,tt0192335,1,978909052
11,tt0112365,1,978902286
11,tt0112573,3,978902349
11,tt0115697,4,978904663
11,tt0116329,1,978220829
11,tt0107290,4,978220743
11,tt0107302,5,978221260
11,tt0105236,5,978219776
11,tt0122933,4,978904142
11,tt0118689,2,978904327
11,tt0138097,2,978902561
11,tt0115678,5,978219733
11,tt0108265,3,978902560
11,tt0098635,3,978903076
11,tt0103074,5,978219776
11,tt0118749,3,978902350
11,tt0120885,3,978220867
11,tt0079522,4,978903024
12,tt0071315,3,978220237
12,tt0072890,3,978220273
12,tt0073486,4,978220179
12,tt0116823,3,978218949
12,tt0181875,4,978218949
12,tt0033467,5,978220237
12,tt0042451,2,978218568
12,tt0075314,5,978220179
12,tt0115438,4,978218568
12,tt0099422,1,978218568
12,tt0175142,3,978218568
13,tt0117060,3,978201927
13,tt0120915,3,978201987
13,tt0097523,3,978202563
13,tt0092005,4,978202246
13,tt0103064,5,978201811
13,tt0118583,3,978202057
13,tt0113497,3,978202563
13,tt0112462,3,978202125
13,tt0075704,4,978201342
13,tt0061584,3,978202543
13,tt0080684,5,978201342
13,tt0099348,4,978202246
13,tt0117998,4,978202073
13,tt0078346,3,978202377
13,tt0096895,3,978202377
13,tt0081573,3,978202563
13,tt0111282,3,978202524
13,tt0117731,4,978201843
13,tt0052618,5,978202219
13,tt0111280,4,978201987
13,tt0097576,4,978201320
13,tt0072951,2,978202563
13,tt0089457,4,978202283
13,tt0113189,3,978201884
13,tt0076759,5,978202219
13,tt0099423,3,978201859
13,tt0102975,4,978201884
13,tt0084726,4,978202328
13,tt0088170,3,978202563
13,tt0092007,3,978202353
13,tt0103776,3,978202039
13,tt0104839,3,978202577
13,tt0113161,3,978201884
13,tt0109444,3,978202353
13,tt0065126,2,978202393
13,tt0109279,5,978202491
13,tt0091369,3,978202377
13,tt0116695,3,978201740
13,tt0100802,3,978201927
13,tt0106582,3,978202151
13,tt0090357,2,978202433
13,tt0110478,2,978201969
13,tt0110912,4,978201368
13,tt0107969,3,978202151
13,tt0048960,3,978202328
